local_law_id,name,address,type_of_law_enforcement,city_id
1009474,EDMORE POLICE DEPARTMENT,209 SOUTH SHELDON STREET,LOCAL POLICE DEPARTMENT,1840010992
1007263,PLEASANTON POLICE DEPARTMENT,1608 LAUREL STREET,LOCAL POLICE DEPARTMENT,1840009748
1007599,HUSTONVILLE POLICE DEPARTMENT,7910 LIBERTY ROAD,LOCAL POLICE DEPARTMENT,1840014363
1007474,CLAY CITY POLICE DEPARTMENT,4651 MAIN STREET,LOCAL POLICE DEPARTMENT,1840014339
1009814,PLEASANT RIDGE POLICE DEPARTMENT,23925 WOODWARD AVENUE,LOCAL POLICE DEPARTMENT,1840002426
1009347,BLOOMFIELD TOWNSHIP POLICE DEPARTMENT,4200 TELEGRAPH ROAD,LOCAL POLICE DEPARTMENT,1840002439
1004648,WRIGHT COUNTY SHERIFFS OFFICE / WRIGHT COUNTY JAIL,719 2ND STREET SOUTHWEST,SHERIFF'S OFFICE,1840006904
1002304,LASSEN COUNTY SHERIFFS DEPARTMENT,1415 SHERIFF CADY LANE,SHERIFF'S OFFICE,1840021348
1002042,SAN MATEO COUNTY SHERIFFS OFFICE,400 COUNTY CENTER,SHERIFF'S OFFICE,1840020304
1002108,MONTEREY COUNTY SHERIFFS OFFICE,1414 NATIVIDAD ROAD,SHERIFF'S OFFICE,1840021632
1003602,TALLAHASSEE POLICE DEPARTMENT,234 EAST 7TH AVENUE,LOCAL POLICE DEPARTMENT,1840015913
1004777,UNIVERSITY OF IOWA DEPARTMENT OF PUBLIC SAFETY,323 SOUTH MADISON STREET,SPECIAL JURISDICTION,1840000532
1004574,ADEL POLICE DEPARTMENT,102 S 10TH ST,LOCAL POLICE DEPARTMENT,1840007053
1004589,ANITA POLICE DEPARTMENT,744 MAIN ST,LOCAL POLICE DEPARTMENT,1840007124
1001382,TUCSON AIRPORT AUTHORITY POLICE DEPARTMENT,7250 SOUTH TUCSON BOULEVARD,SPECIAL JURISDICTION,1840022101
1003556,SARASOTA MANATEE AIRPORT AUTHORITY POLICE DEPARTMENT,6000 AIRPORT CIRCLE,SPECIAL JURISDICTION,1840015988
1004390,SMYRNA MARSHAL'S OFFICE,2800 KING STREET,CONSTABLE/MARSHAL,1840015634
1003888,DEKALB TECHNICAL COLLEGE POLICE,495 N. INDIAN CREEK DRIVE,SPECIAL JURISDICTION,1840014776
1004414,DEKALB COUNTY SCHOOLS DEPT. OF PUBLIC SAFETY,5861 MEMORIAL DRIVE,SPECIAL JURISDICTION,1840015645
1002230,SANTA BARBARA COUNTY MAIN JAIL,4436 CALLE REAL,LOCAL POLICE DEPARTMENT,1840021829
1008113,MARTIN POLICE DEPARTMENT,"ROUTE 2, PO BOX 201",LOCAL POLICE DEPARTMENT,1840018129
1001095,BLACK RIVER TECHNICAL COLLEGE POLICE,1410 STATE HIGHWAY 304 EAST,SPECIAL JURISDICTION,1840014448
1003139,VOLUSIA COUNTY SHERIFF'S OFFICE - BEACH PATROL,515 SOUTH ATLANTIC AVENUE,SPECIAL JURISDICTION,1840015068
1008239,LOUISIANA STATE UNIVERSITY POLICE DEPARTMENT - SHREVEPORT,1 UNIVERSITY PLACE,SPECIAL JURISDICTION,1840015768
1001606,SYCUAN TRIBAL DEPARTMENT OF PUBLIC SAFETY,1 KWAAYPAAY RD,LOCAL POLICE DEPARTMENT,1840020618
1001716,HOPLAND TRIBAL POLICE DEPARTMENT,300 SHANEL ROAD,LOCAL POLICE DEPARTMENT,1840026596
1001502,CALIFORNIA STATE UNIVERSITY-CHANNEL ISLANDS POLICE DEPARTMENT,ONE UNIVERSITY DRIVE,SPECIAL JURISDICTION,1840019201
1004745,GRANGER POLICE DEPARTMENT,1906 MAIN ST,LOCAL POLICE DEPARTMENT,1840008158
1004591,ANTHON POLICE DEPARTMENT,301 E MAIN ST,LOCAL POLICE DEPARTMENT,1840006951
1004264,HABERSHAM COUNTY BOARD OF EDUCATION POLICE,171 RAIDER CIRCLE,SPECIAL JURISDICTION,1840016567
1003917,WEST CENTRAL GEORGIA REGIONAL HOSPITAL POLICE,3000 SCHATULGA ROAD,SPECIAL JURISDICTION,1840014887
1006677,NEW HARMONY TOWN MARSHAL,520 CHURCH STREET,CONSTABLE/MARSHAL,1840013890
1005457,EAST DUBUQUE POLICE DEPARTMENT,193 SINSINAWA AVENUE,LOCAL POLICE DEPARTMENT,1840008081
1005251,BOURBONNAIS POLICE DEPARTMENT,700 MAIN STREET NORTHWEST,LOCAL POLICE DEPARTMENT,1840011692
1007302,WALLACE COUNTY SHERIFFS DEPARTMENT / WALLACE COUNTY JAIL,313 NORTH MAIN STREET,SHERIFF'S OFFICE,1840009699
1006962,CHERRYVALE POLICE DEPARTMENT,123 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840001706
1003018,DELAWARE RIVER AND BAY AUTHORITY POLICE DEPARTMENT TROOP 1,INTERSTATE HIGHWAY 295 AND NEW CASTLE AVENUE,SPECIAL JURISDICTION,1840005577
1009708,NORTHERN MICHIGAN UNIVERSITY PUBLIC SAFETY AND POLICE SERVICES,"SUGAR LOAF AVENUE, 100 SERVICES BUILDING",SPECIAL JURISDICTION,1840003923
1007706,MOREHEAD STATE UNIVERSITY POLICE DEPARTMENT,"150 UNIVERSITY BOULEVARD, 100 LAUGHLIN HEALTH BUILDING",SPECIAL JURISDICTION,1840014291
1002998,DELAWARE STATE POLICE TROOP 3 - DOVER,3306 UPPER KING ROAD,PRIMARY STATE AGENCY,1840005810
1007102,KANSAS CITY KANSAS COMMUNITY COLLEGE CAMPUS POLICE,"7250 STATE AVENUE, SCIENCE BUILDING ROOM 3462",SPECIAL JURISDICTION,1840001626
1005799,BLACK HAWK COLLEGE DEPARTMENT OF PUBLIC SAFETY - QUAD CITIES CAMPUS,"6600 34TH AVENUE, BUILDING 3, ROOM 315",SPECIAL JURISDICTION,1840008181
1008872,COPPIN STATE UNIVERSITY PUBLIC SAFETY DEPARTMENT,"2500 WEST NORTH AVENUE, J. MILLARD TAWES CENTER",SPECIAL JURISDICTION,1840001592
1008904,BOWIE STATE UNIVERSITY CAMPUS POLICE,"14000 JERICHO PARK ROAD, THEODORE MCKELDIN GYMNASIUM SUITE 1005",SPECIAL JURISDICTION,1840005970
1005166,ALEDO POLICE DEPARTMENT,120 NORTH COLLEGE AVENUE,LOCAL POLICE DEPARTMENT,1840007139
1006079,SOUTH SUBURBAN COLLEGE POLICE DEPARTMENT,"15800 SOUTH STATE STREET, ROOM 1215",SPECIAL JURISDICTION,1840011324
1006113,STICKNEY POLICE DEPARTMENT,6533 WEST PERSHING ROAD,LOCAL POLICE DEPARTMENT,1840011326
1006150,TOWER LAKES POLICE DEPARTMENT,400 NORTH STATE ROUTE 59,LOCAL POLICE DEPARTMENT,1840029830
1006105,STAUNTON POLICE DEPARTMENT,105 SOUTH WOOD STREET,LOCAL POLICE DEPARTMENT,1840009602
1005566,GLENWOOD POLICE DEPARTMENT,1 ASSELBORN WAY,LOCAL POLICE DEPARTMENT,1840011281
1005320,CENTRALIA POLICE DEPARTMENT,222 SOUTH POPLAR STREET,LOCAL POLICE DEPARTMENT,1840007465
1005590,GURNEE POLICE DEPARTMENT,100 NORTH OPLAINE ROAD,LOCAL POLICE DEPARTMENT,1840011152
1005961,POLO POLICE DEPARTMENT,116 SOUTH FRANKLIN AVENUE,LOCAL POLICE DEPARTMENT,1840009178
1003783,RICHMOND COUNTY SHERIFFS OFFICE / RICHMOND COUNTY JAIL,"401 WALTON WAY, B 275",SHERIFF'S OFFICE,1840029462
1003885,HABERSHAM COUNTY SHERIFFS OFFICE / HABERSHAM COUNTY JAIL,1000 DETENTION DRIVE,SHERIFF'S OFFICE,1840014660
1003916,MUSCOGEE COUNTY SHERIFFS OFFICE,"100 10TH STREET, 4TH FLOOR",SHERIFF'S OFFICE,1840014887
1004063,JONES COUNTY SHERIFFS DEPARTMENT / JONES COUNTY JAIL,123 HOLMES HAWKINS DRIVE,SHERIFF'S OFFICE,1840013786
1003961,MCINTOSH COUNTY LAW ENFORCEMENT CENTER,714 STATE HIGHWAY 251,SHERIFF'S OFFICE,1840014952
1003858,CARROLL COUNTY SHERIFFS OFFICE,1000 NEWNAN ROAD,SHERIFF'S OFFICE,1840014801
1004258,CALHOUN COUNTY SHERIFFS OFFICE,66 COURT STREET,SHERIFF'S OFFICE,1840014953
1003884,HABERSHAM COUNTY MARSHALS OFFICE,226 GRANT STREET,CONSTABLE/MARSHAL,1840014660
1004086,PULASKI COUNTY SHERIFFS OFFICE,350 COMMERCE STREET,SHERIFF'S OFFICE,1840014904
1004057,GLASCOCK COUNTY SHERIFFS OFFICE,74 EAST MAIN STREET,SHERIFF'S OFFICE,1840013779
1003729,CLARKE COUNTY SHERIFFS OFFICE,325 EAST WASHINGTON STREET,SHERIFF'S OFFICE,1840029463
1003691,COOK COUNTY SHERIFFS DEPARTMENT / COOK COUNTY JAIL,1000 COUNTY FARM ROAD,SHERIFF'S OFFICE,1840013879
1003808,EARLY COUNTY DEPARTMENT OF PUBLIC SAFETY,18610 EAST SOUTH BOULEVARD,SHERIFF'S OFFICE,1840013872
1004114,BUTTS COUNTY SHERIFFS OFFICE / BUTTS COUNTY JAIL,835 ERNEST BILES DRIVE,SHERIFF'S OFFICE,1840014836
1003686,WILCOX COUNTY SHERIFFS DEPARTMENT / WILCOX COUNTY JAIL,126 MAIN STREET EAST,SHERIFF'S OFFICE,1840013845
1003971,DEKALB COUNTY SHERIFFS OFFICE / DEKALB COUNTY JAIL,4415 MEMORIAL DRIVE,SHERIFF'S OFFICE,1840014777
1003991,LAURENS COUNTY SHERIFFS DEPARTMENT / LAURENS COUNTY JAIL,"511 SOUTHERN PINES ROAD, LAW ENFORCEMENT CENTER",SHERIFF'S OFFICE,1840013813
1004516,CAMDEN COUNTY SHERIFFS DEPARTMENT / CAMDEN COUNTY JAIL,"203 EAST 4TH STREET, CAMDEN COUNTY PUBLIC SAFETY COMPLEX",SHERIFF'S OFFICE,1840015889
1004106,BANKS COUNTY SHERIFFS OFFICE / BANKS COUNTY JAIL,160 WINDMILL FARM ROAD,SHERIFF'S OFFICE,1840016659
1004195,BIBB COUNTY SHERIFFS OFFICE,668 OGLETHORPE STREET,SHERIFF'S OFFICE,1840043455
1004120,PICKENS COUNTY SHERIFFS OFFICE / PICKENS COUNTY JAIL,2985 CAMP ROAD,SHERIFF'S OFFICE,1840014687
1003830,GLYNN COUNTY SHERIFFS DEPARTMENT / GLYNN COUNTY DETENTION CENTER,1812 NEWCASTLE STREET,SHERIFF'S OFFICE,1840013875
1004455,TIFT COUNTY SHERIFFS DEPARTMENT / TIFT COUNTY JAIL,500 MORGAN DRIVE,SHERIFF'S OFFICE,1840015863
1004442,UPSON COUNTY SHERIFFS OFFICE / UPSON COUNTY JAIL,235 AVIATION DRIVE,SHERIFF'S OFFICE,1840015776
1004449,MCDUFFIE COUNTY SHERIFF / MCDUFFIE COUNTY JAIL,751 PUBLIC SAFETY DRIVE,SHERIFF'S OFFICE,1840015703
1003838,TAYLOR COUNTY SHERIFFS OFFICE / TAYLOR COUNTY JAIL,5 NORTH IVY STREET,SHERIFF'S OFFICE,1840013809
1003833,HARALSON COUNTY SHERIFFS OFFICE / HARALSON COUNTY JAIL,224 HOLLY STREET,SHERIFF'S OFFICE,1840013716
1004052,HALL COUNTY SHERIFFS OFFICE,610 MAIN STREET,SHERIFF'S OFFICE,1840013612
1004523,TOWNS COUNTY SHERIFFS OFFICE,4070-A STATE HIGHWAY 339,SHERIFF'S OFFICE,1840015523
1004896,POCAHONTAS COUNTY SHERIFFS OFFICE / POCAHONTAS COUNTY JAIL,99 COURT SQUARE,SHERIFF'S OFFICE,1840009079
1004610,DAVIS COUNTY SHERIFFS DEPARTMENT / DAVIS COUNTY JAIL,110 WEST FRANKLIN STREET,SHERIFF'S OFFICE,1840001002
1004881,IOWA STATE PATROL DISTRICT 2 - OSCEDA,1619 TRURO PAVEMENT,LOCAL POLICE DEPARTMENT,1840000889
1003479,PALMETTO POLICE DEPARTMENT,1115 10TH STREET WEST,LOCAL POLICE DEPARTMENT,1840015116
1003056,AUBURNDALE POLICE DEPARTMENT,2 BOBBY GREEN PLAZA,LOCAL POLICE DEPARTMENT,1840014127
1003290,LAKE HAMILTON POLICE DEPARTMENT,100 SMITH AVENUE,LOCAL POLICE DEPARTMENT,1840017240
1003667,WHITE SPRINGS POLICE DEPARTMENT,10363 BRIDGE STREET,LOCAL POLICE DEPARTMENT,1840017189
1003296,LAKE PLACID POLICE DEPARTMENT,8 NORTH OAK AVENUE,LOCAL POLICE DEPARTMENT,1840017248
1003678,WINTER HAVEN POLICE DEPARTMENT,125 NORTH LAKE SILVER DRIVE,LOCAL POLICE DEPARTMENT,1840015970
1003069,BOCA RATON POLICE DEPARTMENT,100 NORTHWEST BOCA RATON BOULEVARD,LOCAL POLICE DEPARTMENT,1840014207
1003404,MONTICELLO POLICE DEPARTMENT,195 SOUTH MULBERRY STREET,LOCAL POLICE DEPARTMENT,1840015025
1003473,PALM BEACH GARDENS POLICE DEPARTMENT,"10500 NORTH MILITARY TRAIL, CITY HALL COMPLEX",LOCAL POLICE DEPARTMENT,1840015125
1003083,BRADENTON BEACH POLICE DEPARTMENT,403 HIGHLAND AVENUE,LOCAL POLICE DEPARTMENT,1840014174
1003079,BRADENTON POLICE DEPARTMENT,100 10TH STREET WEST,LOCAL POLICE DEPARTMENT,1840014173
1003310,LARGO POLICE DEPARTMENT,201 HIGHLAND AVENUE NORTHEAST,LOCAL POLICE DEPARTMENT,1840015114
1003118,COTTONDALE POLICE DEPARTMENT,2659 FRONT STREET,LOCAL POLICE DEPARTMENT,1840017150
1003115,COLEMAN POLICE DEPARTMENT,709 FLORIDA AVENUE,LOCAL POLICE DEPARTMENT,1840015087
1003649,INDIAN RIVER SHORES POLICE DEPARTMENT,"6001 STATE ROUTE ATLANTIC 1 ALTERNATE, PUBLIC SAFETY BUILDING",LOCAL POLICE DEPARTMENT,1840015985
1003046,APALACHICOLA POLICE DEPARTMENT,127 AVENUE E,LOCAL POLICE DEPARTMENT,1840014015
1004690,IOWA STATE PATROL DISTRICT 16,"321 EAST 12TH STREET, LUCAS STATE OFFICE BUILDING",LOCAL POLICE DEPARTMENT,1840007069
1003224,HAINES CITY POLICE DEPARTMENT,35400 UNITED STATES HIGHWAY 27,LOCAL POLICE DEPARTMENT,1840014136
1004132,CLAYTON COUNTY POLICE DEPARTMENT - HEADQUARTERS,7911 NORTH MCDONOUGH STREET,LOCAL POLICE DEPARTMENT,1840014816
1004141,KINGSTON POLICE DEPARTMENT,30 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840014702
1008049,LA SALLE PARISH SHERIFFS OFFICE,1050 COURTHOUSE STREET,SHERIFF'S OFFICE,1840017057
1008269,MADISON PARISH SHERIFFS DEPARTMENT,100 NORTH CEDAR STREET,SHERIFF'S OFFICE,1840015808
1008160,ORLEANS PARISH CIVIL SHERIFFS OFFICE,"421 LOYOLA AVENUE, SUITE 403",SHERIFF'S OFFICE,1840001839
1007983,UNION PARISH SHERIFF DEPARTMENT,"100 EAST BAYOU STREET, SUITE 101",SHERIFF'S OFFICE,1840016939
1004885,IOWA STATE PATROL DISTRICT 14 - OTTUMWA,2331 ROEMER AVENUE,LOCAL POLICE DEPARTMENT,1840009339
1008074,CALCASIEU PARISH SHERIFFS DEPARTMENT,5400 EAST BROAD STREET,SHERIFF'S OFFICE,1840015039
1008143,IBERIA PARISH SHERIFFS DEPARTMENT,"300 IBERIA STREET, SUITE 120",SHERIFF'S OFFICE,1840015053
1008110,AVOYELLES PARISH SHERIFFS DEPARTMENT / AVOYELLES PARISH PRISON,675 GOVERNMENT STREET,SHERIFF'S OFFICE,1840015878
1008281,EVANGELINE PARISH SHERIFFS DEPARTMENT,200 COURT STREET,SHERIFF'S OFFICE,1840015896
1008082,SAINT JOHN THE BAPTIST PARISH SHERIFFS OFFICE / SAINT JOHN THE BAPTIST PARISH JAIL,1801 WEST AIRLINE HIGHWAY,SHERIFF'S OFFICE,1840013968
1007895,EAST BATON ROUGE PARISH SHERIFFS DEPARTMENT / EAST BATON ROUGE PARISH JAIL,300 NORTH BOULEVARD,SHERIFF'S OFFICE,1840013941
1008086,VERNON PARISH SHERIFFS DEPARTMENT / VERNON PARISH JAIL,203 SOUTH THIRD STREET,SHERIFF'S OFFICE,1840014974
1007879,BIENVILLE PARISH SHERIFFS OFFICE / BIENVILLE PARISH JAIL,100 COURTHOUSE DRIVE,SHERIFF'S OFFICE,1840015805
1004643,IOWA STATE PATROL DISTRICT 5 - CHEROKEE,5116 STATE HIGHWAY 3,LOCAL POLICE DEPARTMENT,1840006901
1001846,ALPINE COUNTY SHERIFFS DEPARTMENT,14777 STATE ROUTE 89,SHERIFF'S OFFICE,1840017568
1008461,FITCHBURG POLICE DEPARTMENT,20 ELM STREET,LOCAL POLICE DEPARTMENT,1840000435
1008348,BOSTON POLICE DEPARTMENT - HEADQUARTERS,1 SCHROEDER PLAZA,LOCAL POLICE DEPARTMENT,1840000455
1008458,FALL RIVER POLICE DEPARTMENT,685 PLEASANT STREET,LOCAL POLICE DEPARTMENT,1840000497
1008130,MONTGOMERY POLICE DEPARTMENT,621 WOODLAND STREET,LOCAL POLICE DEPARTMENT,1840017068
1007932,CHURCH POINT POLICE DEPARTMENT,102 NORTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840017200
1007864,ADDIS POLICE DEPARTMENT,7818 STATE HIGHWAY 1 SOUTH,LOCAL POLICE DEPARTMENT,1840015915
1008133,MOREAUVILLE POLICE DEPARTMENT,BAYOU DES GLAISES ROAD,LOCAL POLICE DEPARTMENT,1840018190
1008004,GOLDEN MEADOW POLICE DEPARTMENT,313 NORTH BAYOU DRIVE,LOCAL POLICE DEPARTMENT,1840017217
1008114,MAURICE POLICE DEPARTMENT,115 WEST CORINE STREET,LOCAL POLICE DEPARTMENT,1840018255
1007919,BROUSSARD POLICE DEPARTMENT,414 EAST MAIN STREET,LOCAL POLICE DEPARTMENT,1840013964
1008006,GONZALES POLICE DEPARTMENT,120 SOUTH IRMA BOULEVARD,LOCAL POLICE DEPARTMENT,1840013965
1008285,VINTON POLICE DEPARTMENT,1201 HORRIDGE STREET,LOCAL POLICE DEPARTMENT,1840017195
1008017,GRETNA POLICE DEPARTMENT,200 5TH STREET,LOCAL POLICE DEPARTMENT,1840013996
1007976,ELTON POLICE DEPARTMENT,1302 MAIN STREET,LOCAL POLICE DEPARTMENT,1840017197
1008179,OLLA POLICE DEPARTMENT,1921 LOUISIANA STREET,LOCAL POLICE DEPARTMENT,1840017060
1008266,CANKTON POLICE DEPARTMENT,107 DANDURAND STREET,LOCAL POLICE DEPARTMENT,1840017174
1008064,KINDER POLICE DEPARTMENT,807 3RD AVENUE,LOCAL POLICE DEPARTMENT,1840017166
1007929,CHATHAM POLICE DEPARTMENT,1709 OAK STREET,LOCAL POLICE DEPARTMENT,1840017002
1008287,WALKER POLICE DEPARTMENT,13179 BURGESS AVENUE,LOCAL POLICE DEPARTMENT,1840017185
1007913,BONITA POLICE DEPARTMENT,15446 BONITA AVENUE,LOCAL POLICE DEPARTMENT,1840018073
1008115,MCNARY POLICE DEPARTMENT,53 WEST CADY AVENUE,LOCAL POLICE DEPARTMENT,1840018180
1008275,THIBODAUX POLICE DEPARTMENT,1309 CANAL BOULEVARD,LOCAL POLICE DEPARTMENT,1840015946
1007949,COVINGTON POLICE DEPARTMENT,222 EAST KIRKLAND STREET,LOCAL POLICE DEPARTMENT,1840015019
1008165,NEW ROADS POLICE DEPARTMENT,211 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840015001
1008046,JACKSON POLICE DEPARTMENT,1610 CHARTER STREET,LOCAL POLICE DEPARTMENT,1840017159
1007883,BAKER POLICE DEPARTMENT,1320 ALABAMA STREET,LOCAL POLICE DEPARTMENT,1840013939
1007995,FRANKLINTON POLICE DEPARTMENT,409 11TH AVENUE,LOCAL POLICE DEPARTMENT,1840017147
1008134,MORGAN CITY POLICE DEPARTMENT,723 MYRTLE STREET,LOCAL POLICE DEPARTMENT,1840015056
1008135,MORGANZA POLICE DEPARTMENT,112 SOUTH STATE HIGHWAY 3050,LOCAL POLICE DEPARTMENT,1840018201
1008084,LEESVILLE POLICE DEPARTMENT,101 WEST LEE STREET,LOCAL POLICE DEPARTMENT,1840014974
1007936,CLINTON POLICE DEPARTMENT,11209 BANK STREET,LOCAL POLICE DEPARTMENT,1840017160
1007876,ANGIE POLICE DEPARTMENT,64475 CHERRY STREET,LOCAL POLICE DEPARTMENT,1840018202
1007997,FRENCH SETTLEMENT POLICE DEPARTMENT,15440 STATE HIGHWAY 16,LOCAL POLICE DEPARTMENT,1840018228
1001594,DOWNEY POLICE DEPARTMENT,10911 BROOKSHIRE AVENUE,LOCAL POLICE DEPARTMENT,1840019245
1002306,SUTTER CREEK POLICE DEPARTMENT,18 MAIN STREET,LOCAL POLICE DEPARTMENT,1840021492
1002016,PORTERVILLE POLICE DEPARTMENT,350 NORTH D STREET,LOCAL POLICE DEPARTMENT,1840020368
1001477,BLYTHE POLICE DEPARTMENT,240 NORTH SPRING STREET,LOCAL POLICE DEPARTMENT,1840019299
1001765,LA PALMA POLICE DEPARTMENT,7792 WALKER STREET,LOCAL POLICE DEPARTMENT,1840020586
1001528,CHULA VISTA POLICE DEPARTMENT,315 4TH AVENUE,LOCAL POLICE DEPARTMENT,1840019350
1001545,COLTON POLICE DEPARTMENT,650 NORTH LA CADENA DRIVE,LOCAL POLICE DEPARTMENT,1840019120
1001799,LOS ALAMITOS POLICE DEPARTMENT,3201 KATELLA AVENUE,LOCAL POLICE DEPARTMENT,1840020579
1002061,RIVERSIDE POLICE DEPARTMENT - ORANGE STATION,4102 ORANGE STREET,LOCAL POLICE DEPARTMENT,1840020551
1001972,PALM SPRINGS POLICE DEPARTMENT,200 SOUTH CIVIC DRIVE,LOCAL POLICE DEPARTMENT,1840020556
1001675,GILROY POLICE DEPARTMENT,7301 HANNA STREET,LOCAL POLICE DEPARTMENT,1840020327
1002315,TEHACHAPI POLICE DEPARTMENT,129 EAST F STREET,LOCAL POLICE DEPARTMENT,1840021737
1001532,CLAYTON POLICE DEPARTMENT,6000 HERITAGE TRAIL,LOCAL POLICE DEPARTMENT,1840018901
1001432,ATHERTON POLICE DEPARTMENT,83 ASHFIELD ROAD,LOCAL POLICE DEPARTMENT,1840020308
1001686,GREENFIELD POLICE DEPARTMENT,215 EL CAMINO REAL,LOCAL POLICE DEPARTMENT,1840020356
1001842,MARINA POLICE DEPARTMENT,211 HILLCREST AVENUE,LOCAL POLICE DEPARTMENT,1840020357
1001912,NAPA POLICE DEPARTMENT,1539 FIRST STREET,LOCAL POLICE DEPARTMENT,1840020241
1001967,PACIFIC GROVE POLICE DEPARTMENT,580 PINE AVENUE,LOCAL POLICE DEPARTMENT,1840020359
1002041,REDWOOD CITY POLICE DEPARTMENT,1301 MAPLE STREET,LOCAL POLICE DEPARTMENT,1840020304
1001869,MILPITAS POLICE DEPARTMENT,1275 NORTH MILPITAS BOULEVARD,LOCAL POLICE DEPARTMENT,1840020329
1002247,SANTA MONICA POLICE DEPARTMENT,333 OLYMPIC DRIVE,LOCAL POLICE DEPARTMENT,1840021866
1002330,TRACY POLICE DEPARTMENT,1000 CIVIC CENTER DRIVE,LOCAL POLICE DEPARTMENT,1840021518
1001672,GARDENA POLICE DEPARTMENT,1718 WEST 162ND STREET,LOCAL POLICE DEPARTMENT,1840020482
1001979,PARLIER POLICE DEPARTMENT,"8770 SOUTH MENDOCINO AVENUE, SUITE A",LOCAL POLICE DEPARTMENT,1840020323
1001730,INGLEWOOD POLICE DEPARTMENT,1 WEST MANCHESTER BOULEVARD,LOCAL POLICE DEPARTMENT,1840019237
1001464,BELL POLICE DEPARTMENT,6326 PINE AVENUE,LOCAL POLICE DEPARTMENT,1840019228
1001864,MERCED POLICE DEPARTMENT - CENTRAL STATION,611 WEST 22ND STREET,LOCAL POLICE DEPARTMENT,1840020313
1001430,ARVIN POLICE DEPARTMENT,200 CAMPUS DRIVE,LOCAL POLICE DEPARTMENT,1840019147
1001826,LOS BANOS POLICE DEPARTMENT,945 5TH STREET,LOCAL POLICE DEPARTMENT,1840020312
1001541,COALINGA POLICE DEPARTMENT,270 NORTH 6TH STREET,LOCAL POLICE DEPARTMENT,1840018945
1004844,MOULTON MARSHAL OFFICE,111 SOUTH MAIN STREET,CONSTABLE/MARSHAL,1840008319
1004601,BAXTER POLICE DEPARTMENT,100 EAST STATE STREET,LOCAL POLICE DEPARTMENT,1840007071
1004752,GUTHRIE CENTER POLICE DEPARTMENT,102 NORTH 1ST STREET,LOCAL POLICE DEPARTMENT,1840007075
1004840,POWESHIEK COUNTY SHERIFFS OFFICE / POWESHIEK COUNTY JAIL,4802 BARNES CITY ROAD,SHERIFF'S OFFICE,1840008167
1004857,CHICKASAW SHERIFFS OFFICE / CHICKASAW COUNTY JAIL,116 NORTH CHESTNUT AVENUE,SHERIFF'S OFFICE,1840007998
1004711,HARDIN COUNTY SHERIFF / HARDIN COUNTY JAIL,1116 14TH AVENUE,SHERIFF'S OFFICE,1840000450
1001261,MOHAVE COUNTY SHERIFFS OFFICE,600 WEST BEALE STREET,SHERIFF'S OFFICE,1840021043
1001353,SPRINGERVILLE POLICE DEPARTMENT,418 EAST MAIN STREET,LOCAL POLICE DEPARTMENT,1840022616
1001266,MARANA POLICE DEPARTMENT - MAIN STATION,"11555 WEST CIVIC CENTER DRIVE, BUILDING B",LOCAL POLICE DEPARTMENT,1840023057
1001337,SAN LUIS POLICE DEPARTMENT,1030 EAST UNION STREET,LOCAL POLICE DEPARTMENT,1840021996
1001349,SIERRA VISTA POLICE DEPARTMENT,911 NORTH CORONADO DRIVE,LOCAL POLICE DEPARTMENT,1840022103
1001288,UNITED STATES BUREAU OF INDIAN AFFAIRS - COLORADO RIVER INDIAN TRIBE,12121 1ST AVENUE,LOCAL POLICE DEPARTMENT,1840022875
1001293,HUALAPAI TRIBAL POLICE DEPARTMENT,103 EAGLE,LOCAL POLICE DEPARTMENT,1840019746
1003340,JACKSON COUNTY SHERIFFS OFFICE,4012 LAFAYETTE STREET,SHERIFF'S OFFICE,1840015897
1003502,PENSACOLA JUNIOR COLLEGE POLICE DEPARTMENT,"1000 COLLEGE BOULEVARD, BUILDING 5",SPECIAL JURISDICTION,1840015005
1003529,GADSDEN COUNTY SHERIFF DEPARTMENT,339 EAST JEFFERSON STREET,SHERIFF'S OFFICE,1840015022
1003564,HIGHLANDS COUNTY SHERIFFS OFFICE,434 FERNLEAF AVENUE,SHERIFF'S OFFICE,1840015986
1003084,LIBERTY COUNTY SHERIFFS DEPARTMENT / LIBERTY COUNTY JAIL,12499 NORTHWEST POGO STREET,SHERIFF'S OFFICE,1840013953
1003469,PUTNAM COUNTY SHERIFFS DEPARTMENT / PUTNAM COUNTY JAIL,130 ORIE GRIFFIN BOULEVARD,SHERIFF'S OFFICE,1840015062
1003180,BROWARD COUNTY SHERIFFS OFFICE - CENTRAL BROWARD,200 NORTHWEST 27TH AVENUE,SHERIFF'S OFFICE,1840014236
1003403,JEFFERSON COUNTY SHERIFFS DEPARTMENT / JEFFERSON COUNTY JAIL,171 INDUSTRIAL PARK,SHERIFF'S OFFICE,1840015025
1002651,BENT COUNTY SHERIFFS OFFICE,11100 COUNTY ROAD GG.5,SHERIFF'S OFFICE,1840020268
1001677,GLENDALE POLICE DEPARTMENT,131 NORTH ISABEL STREET,LOCAL POLICE DEPARTMENT,1840020483
1002328,TORRANCE POLICE DEPARTMENT,3300 CIVIC CENTER DRIVE,LOCAL POLICE DEPARTMENT,1840021873
