fire_emergency_id,name,address,city_id
1954365,Roanoke Fire-EMS Station 14,1061 Mecca Street Northeast,1840003858
1954386,Beirne Rural Volunteer Fire Department,16468 Highway 51 South,1840013639
1954395,Coy Fire Department,500 Main Street,1840013529
1954397,Roland Volunteer Fire Department,202 East Ash Street,1840009176
1954402,Murfreesboro Fire Rescue Department Station 5,3006 Florence Road,1840014495
1954423,Port Washington Volunteer Fire Department Protection Engine Company 1,14 South Washington Street,1840005252
1954439,Poquoson City Fire and Rescue Station 2,562 Wythe Creek Road,1840003863
1954440,Missouri Department of Conservation Forestry Kansas City Regional Field Fire District Office,2010 South 2nd Street,1840007492
1954442,William Walker Hose Company Station 59 - 3,803 Penn Avenue,1840003384
1954455,Gravois Fire Protection District Station 3,33908 Wilson Bend Road,1840010775
1954477,Troutville Volunteer Fire Department and Rescue Squad,20 Sunset Avenue,1840006380
1954488,Hindman Volunteer Fire Department,89 Cowtown Road,1840014373
1954492,Windy Hill Fire Department Station 5,6949 East National Cemetary Road,1840013643
1954497,Montgomery County Rural Fire District Station 1 Dearing Division,301 Independence Avenue,1840007620
1954499,Atchison County Fire District 3,4916 Sherman Road,1840001543
1954523,Webster Parish Fire District 10,1875 Dogwood Trail,1840014864
1954530,Sherwood Fire Station 1,400 Lantrip Road,1840015511
1954534,Detroit Fire Department Engine 40 Ladder 17,13939 Dexter Avenue,1840003971
1954544,Bear Lake Volunteer Fire Protection District Station 14,15 Cemetery Road,1840020091
1954553,Fern Creek Fire Department Station 3,7700 Routt Road,1840030815
1954564,Vancouver Fire Department Station 6,3216 Northeast 112th Avenue,1840021189
1954579,Polk County Fire Rescue Station 29 Winter Haven,229 Avenue D Northwest,1840015970
1954584,Albany Fire Department Station 4,2601 West Gordon Avenue,1840013864
1954599,Western Rockcastle Volunteer Fire Department,3970 Willailla Road,1840013241
1954601,Hammond Fire Department Station 4,607 South Morrison Boulevard,1840013908
1954604,East Point Fire Department Station 2,3121 Norman Berry Drive,1840013661
1954615,Eastern Valley Volunteer Fire Department,828 Eastern Valley Road,1840013732
1954626,Lafayette Volunteer Fire Department and Ambulance Service,800 Main Avenue,1840007897
1954648,Tannersville Fire Department and Rescue Squad,21 Park Lane,1840004648
1954649,Locust Shores Volunteer Fire Department,3905 Old Memphis Pike,1840005567
1954653,Crossnore Volunteer Fire Department,125 East Crossnore Drive,1840016113
1954660,Wichita Fire Department Station 3,3261 North Broadway Avenue,1840001686
1954673,Goodwater Fire Department and Ambulance Service,55 Main Street,1840007377
1954674,Eastern Wake Fire and Rescue Department Station 2,401 Hester Street,1840016194
1954679,Greeley Fire Department,210 West 3rd Street,1840008051
1954706,Medford Volunteer Fire Department and Ambulance Service,615 North Front Street,1840020342
1954723,Berryville Fire Department Chafin Station,400 North Main Street,1840013323
1954738,Roff Fire Department Station 2,West Main Street and South 12th Street,1840021837
1954740,Chicago Fire Department District 5 Station 16,8028 South Kedzie Avenue,1840000494
1954741,Hallandale Beach Fire Rescue Station 60,2801 East Hallandale Beach Boulevard,1840014237
1954754,Peoria Fire Department Station 197,7758 West Jomax Road,1840020567
1954769,Commodore Volunteer Fire Department Station 540,410 Musser Street,1840005348
1954771,Madera County Fire Department Station 19,35141 Bonadelle Avenue,1840020300
1954780,Cherry Valley Fire Station 2,4919 Blackhawk Road,1840009132
1954789,Brevard County Fire Rescue Station 21,4940 North United States Highway 1,1840014078
1954798,Thompson Cornerstone Volunteer Fire Department,18 Ellis Circle,1840004415
1954802,Suffern Volunteer Fire Department Hook and Ladder Company 1,143 Lafayette Avenue,1840004987
1954805,West Islip Fire Station,309 Union Blvd,1840005111
1954807,New Home Community Volunteer Fire Department,Jack Scott Road,1840015789
1954812,Downey Volunteer Fire Department,South Highway 91 and Second Street,1840018670
1954826,Sheridan Volunteer Fire Department,4514 State Route 297,1840015248
1954828,Little Dixie Fire Protection District Station 2,16324 State Highway D,1840008515
1954837,Los Angeles County Fire Department Station 158,1650 West 162nd Street,1840020482
1954841,Russell - Grant Township Fire Department,431 East 12th Street,1840001631
1954845,Oberon Fire Department,B Street,1840000093
1954856,Ohio Township Fire Department,1413 State Highway 59,1840009638
1954859,South Fulton Fire and Rescue Department Station 5,3175 Bethsaida Road,1840013662
1954864,Verona Volunteer Fire Company Station 285,465 Parker Street,1840001268
1954867,Woolwich Fire Department,1517 Kings Highway,1840001524
1954872,Douglas County Fire District 1,107 North Chelan Avenue,1840022287
1954894,Central Arizona Fire and Medical Authority Fire Station 50,2780 North Valley View Drive,1840021772
1954897,Big River Fire Protection District Station 1,3400 J W Fields Memorial Drive,1840007551
1954898,Island Falls Fire Department,30 Library Street,1840152997
1954899,Hastings Fire and Rescue Department Lincoln Park Station,1145 South Hastings Avenue,1840001130
1954903,Greater Brighton Fire Protection District Station 51,425 South Main Street,1840018784
1954917,Fayette Fire and Rescue Department Station 1,118 1st Avenue Northeast,1840006295
1954936,Howard County Fire Department Station 2,4150 Montgomery Road,1840005802
1954942,Pittsboro Fire Department,400 East Main Street,1840010578
1954944,Geary County Rural Fire Department Station 3,1101 South Spring Valley Road,1840001620
1954946,Durand Fire Department,115 West Howard Street,1840011120
1954949,Greensburg Volunteer Fire Department - Station 79 - 8,900 Highland Avenue,1840001137
1954950,Turkey Heaven Volunteer Fire Department,13589 State Highway 46,1840007380
1954952,Orange County Fire Rescue Station 20,3200 Washington Street,1840014092
1954984,Fire Department New York Engine 321 Foam 87,2165 Gerritsen Avenue,1840034030
1954986,Wright Township Volunteer Fire Department,6764 State Highway 59,1840008551
1954991,Harding County Fire District 1 Headquarters,22 Rick and Diana Road,1840022686
1954999,Bunkom Hill - New Hope Volunteer Fire Department,26 County Road 3301,1840013591
1955000,Victorville Fire Department - Station 311,16200 Desert Knoll Drive,1840021731
1955023,Rudolph Volunteer Fire Department Station 4,3756 County Road M,1840002322
1955050,Potter Fire Department Substation,325 Polk Road 40,1840016607
1955073,Imlay Volunteer Fire Department,810 Pacific Avenue,1840024249
1955075,Towns County Fire and Rescue Station 2,7084 US Highway 76 West,1840015523
1955078,Des Arc Volunteer Fire Department,107 South 3rd Street,1840014624
1955095,Vail Volunteer Fire Department,206 Bergen Street,1840010135
1955098,Thurston County Fire District 13 Griffin Fire Department Station 13 - 4,5215 Oyster Bay Road,1840019865
1955113,Shreveport Fire Department Station 17,2890 Southland Park Drive,1840015768
1955126,Milltown Volunteer Fire Department,507 Indiana Avenue,1840009819
1955149,Valley Volunteer Fire Department,1946 Tate Springs Road,1840006481
1955154,Colfax Fire Department District 1 Philmont Substation,481 State Highway 21,1840022642
1955159,Baker Rural Fire Protection District Pocahontas Road,40210 Pocahontas Road,1840018587
1955177,Lincoln Volunteer Fire Department,104 Arthur Avenue South,1840015335
1955202,Santa Clara Fire Department Station 6,888 Agnew Road,1840021571
1955216,Bethel Volunteer Fire and Rescue Department,3826 James Street,1840015389
1955217,Fairfax County Fire and Rescue Department Station 2 Vienna,400 Center Street Southwest,1840003829
1955220,King County Fire District 34 Redmond Fire Department Station 14,5021 264th Avenue Northeast,1840019835
1955221,Beatrice Fire and Rescue,300 South 6th Street,1840001352
1955232,District of Columbia Fire and EMS Engine Company 2,500 F Street Northwest,1840006060
1955234,Greater Naples Fire Rescue District Station 71,100 13th Street Southwest,1840015131
1955244,Contentnea Volunteer Fire Department,4146 State Highway 42 West,1840015383
1955247,Missouri City Fire And Rescue Services Station 1,3849 Cartwright Road,1840020950
1955251,Pine Burr Volunteer Fire Department,1079 Pine Burr Road,1840014970
1955256,Liberty Township Volunteer Fire Department,47 West 900 North,1840009267
1955261,Jacksonville Fire and Rescue Department Station 49,14880 Yellow Bluff Road,1840015031
1955268,Camden Volunteer Fire Department Station 2,225 Camden Bypass,1840001060
1955269,Addison Fire Protection District Station 71,10 South Addison Road,1840010171
1955276,Troy Fire and EMS,109 West 6th Street,1840021148
1955278,Lillington Volunteer Fire Department,823 South Main Street,1840016326
1955279,Luverne Fire Department,217 South Forest Avenue,1840004042
1955288,Spring Hope Fire Department,415 West Nash Street,1840017747
1955292,Clayton Volunteer Fire District,State Highway 75,1840018600
1955296,Klickitat County Fire District 14 High Prairie,704 Centerville Highway,1840017402
1955298,Number Three Township Volunteer Fire Department,2326 Blacksburg Road,1840016338
1955311,Fulton County Fire Department Station 19,3965 Aero Drive,1840013660
1955327,New Market Volunteer Fire Department Station 1,146 Jacks Road,1840013548
1955346,Granville Fire Station,101 3rd Street Southwest,1840000064
1955355,South County Fire Station 20 Esperance,23009 88th Avenue West,1840037645
1955376,Collinsville Fire Department Station 1,130 South Clinton Street,1840007423
1955384,Weatherford Fire Department Station 1,122 South Alamo Street,1840022041
1955432,East Hamblen County Volunteer Fire Department,295 Luther Proffitt Road,1840036094
1955434,Minerva Volunteer Fire Department,358 County Road 232 Loop,1840020859
1955439,Fannin County Fire Department Station 3,12520 Aska Road,1840013551
1955467,River Edge Fire Department Company 1,695 Kinderkamack Road,1840000900
1955482,Patoka Fire Protection District and Ambulance Service,202 West Fayette Avenue,1840012848
1955507,Centralia Fire Company 1,625 Locust Avenue,1840004994
1955526,Harmar Township Volunteer Fire Company Station 166,1000 Freeport Road,1840001217
1955561,Rutland - Cayuga Fire Station,109 Bagley Street,1840001985
1955577,Roseville Volunteer Fire Department,9 West 1st Street,1840012393
1955607,Austin Fire Department Station 16,7000 Reese Lane,1840019590
1955632,Clark Volunteer Fire Company Station 99,2798 Winner Road,1840000656
1955640,Denton County Emergency Services District 1 Station 511,511 Gibbons Road South,1840019386
1955644,Wheatland Volunteer Fire Department,E2171 State Highway 82,1840002695
1955657,Wise Avenue Volunteer Fire Company Station 27,214 Wise Avenue,1840005681
1955687,Loma Linda Fire Department Station 251,11325 Loma Linda Drive,1840020406
1955696,Crown City Fire Department,25516 State Highway 7 South,1840012774
1955698,Allen Volunteer Fire Department,105 North Memphis Street,1840021836
1955702,York Area United Fire and Rescue - Station 891 Springetts Fire,50 Commons Drive,1840001472
1955734,Mount Morris Township Fire Station 3 Beecher,1027 Louis Avenue,1840002949
1955736,Albion Fire Station,100 South Main Street,1840006997
1955741,Oakland Oneida Valley Volunteer Fire Department Station 35,301 Oneida Valley Road,1840000857
1955751,Burnsville Fire Department,118 North Main Street,1840015353
1955752,Andalusia Fire Protection District Station 1,212 1st Street,1840010192
1955758,San Jose Fire Department Station 6,1386 Cherry Avenue,1840021570
1955770,Rose Tree Fire Company Station 73,1275 North Providence Road,1840000702
1955803,Williamsburg County Fire Department Muddy Creek Station 5,2384 Muddy Creek Road,1840015664
1955808,Delta Fire Department,103 North Second Street West,1840007110
1955834,El Paso Fire Department Station 3,721 East Rio Grande Avenue,1840023252
1955859,Keowee Ebenezer Fire Department Oconee County Station 11,7031 Keowee School Road,1840015506
1955864,Cozad Fire Department,229 East 8th Street,1840007167
1955866,Unified Fire Authority Fire Station 253,1208 Mid Valley Road,1840018757
1955892,Midland Park Fire Department,45 Witte Drive,1840000905
1955894,Hamilton Fire Department Station 22 Headquarters,77 Pershing Avenue,1840003803
1955902,Fargo Fire Department Station 3,1101 25th Avenue North,1840000177
1955919,Bastrop County Emergency Services District Number 2 Fire Station 3,926 Farm to Market Road 1441,1840019603
1955923,Ripley Fire Department,156 Washington Street,1840014509
1955924,Sherrard Fire Protection District,101 East 1st Street,1840011682
1955935,Lincoln Fire and Rescue - Station 15,6601 Pine Lake Road,1840009357
1955943,Luling Fire Department Station 1,115 South Pecan Avenue,1840020937
1955947,West Jefferson Volunteer Fire Department,302 East Buck Mountain Road,1840016029
1955971,Bakersfield Fire Department Station 7,4030 Soranno Avenue,1840019148
1955984,Lake Charles Fire Department Central Fire Station,706 Enterprise Boulevard,1840015039
1955986,South New Castle Borough Volunteer Fire Department,104 West Byers Avenue,1840000938
1955992,Flatonia Volunteer Fire Department,216 West North Main Street,1840022208
1956000,Sikeston Public Safety Fire Division Station 1,301 North West Street,1840009921
1956003,Abbeville County Fire Department Monterey Station 9,1970 Monterey Road,1840013618
1956008,Plantation Fire Department Station 56,550 Northwest 65th Avenue,1840015142
1956030,Pipestone Berrien Township Eau Claire Fire Department Station 1 Headquarters,6265 West Main Street,1840011226
1956041,Cadiz Fire Department Clifford Station,160 North Main Street,1840010445
1956042,Madeira Beach Fire Department,300 Municipal Drive,1840015972
1956046,Sugar Creek Township Fire Protection District,1001 West Broadway Street,1840010764
1956069,Maysville Fire Department,9223 Gillsville Road,1840016660
1956070,Mishawaka Fire Department Station 4,3000 East Harrison Road,1840014695
1956071,Hardin Volunteer Fire Department,1204 North Custer Avenue,1840019912
1956089,Harris County Emergency Services Division 48 Fire - EMS Station 3,1773 Westgreen Boulevard,1840019648
